geneid	chr	s1	s2
ENSG00000256612	19	41430124	41456565
ENSG00000256628	3	101395274	101398061
ENSG00000256663	12	20704524	20705946
ENSG00000256667	12	10741077	10752434
ENSG00000256673	12	9550951	9567447
ENSG00000256683	19	52467596	52490109
ENSG00000256745	11	93921615	93922163
ENSG00000256771	19	19976695	20005483
ENSG00000256812	16	55600584	55601599
ENSG00000256870	12	101549271	101604185
ENSG00000256923	12	22895516	22896025
ENSG00000256967	12	7281675	7283794
ENSG00000256995	12	22852793	23327057
ENSG00000257017	16	72088491	72094954
ENSG00000257027	12	9811163	9814681
ENSG00000257038	11	73018280	73020406
ENSG00000257057	11	94245747	94265289
ENSG00000257084	12	7072409	7073610
ENSG00000257086	11	64014411	64016966
ENSG00000257093	7	141356528	141401953
ENSG00000257103	19	34663409	34720420
ENSG00000257108	16	616996	619495
ENSG00000257122	16	22430090	22449036
ENSG00000257135	2	10588820	10591453
ENSG00000257151	15	25277020	25281637
ENSG00000257167	12	98906751	98910200
ENSG00000257176	12	29433351	29470781
ENSG00000257218	12	120884241	120899389
ENSG00000257242	12	92378756	92536690
ENSG00000257261	12	46777462	46850051
ENSG00000257267	18	32870246	32890730
ENSG00000257270	14	105934130	105936954
ENSG00000257315	1	203765437	203769686
ENSG00000257335	7	141607613	141806547
ENSG00000257337	12	53408380	53448222
ENSG00000257365	14	65381203	65529368
ENSG00000257410	12	72187635	72193407
ENSG00000257433	12	48099868	48136077
ENSG00000257497	12	75877904	75883600
ENSG00000257499	12	58117544	58119448
ENSG00000257511	12	32879317	32880321
ENSG00000257512	12	93708585	93709717
ENSG00000257524	9	130630143	130649066
ENSG00000257542	12	52473480	52502045
ENSG00000257543	12	101802150	101802838
ENSG00000257556	14	105559946	105565341
ENSG00000257557	12	80328681	80334448
ENSG00000257588	12	50345295	50356707
ENSG00000257594	12	89913185	89920039
ENSG00000257605	12	53692449	53694098
ENSG00000257621	14	58732083	58764852
ENSG00000257671	12	52638832	52641232
ENSG00000257698	12	58325311	58329958
ENSG00000257702	2	74729722	74731805
ENSG00000257704	19	47778142	47778979
ENSG00000257727	12	56703626	56710120
ENSG00000257742	12	44112796	44117803
ENSG00000257771	12	50305736	50324103
ENSG00000257800	2	74347807	74350345
ENSG00000257815	12	70297813	70637140
ENSG00000257877	12	112250597	112251224
ENSG00000257923	7	101458959	101927249
ENSG00000258056	12	56122888	56124467
ENSG00000258130	16	30215637	30220392
ENSG00000258175	14	29061429	29082829
ENSG00000258199	12	56556143	56584068
ENSG00000258227	7	141627157	141646807
ENSG00000258289	14	65381079	65411309
ENSG00000258297	11	66433507	66435845
ENSG00000258301	14	77248083	77253067
ENSG00000258302	12	89954906	89987798
ENSG00000258311	12	56109820	56118487
ENSG00000258315	17	6917814	6920844
ENSG00000258334	12	49686414	49718359
ENSG00000258414	14	38033252	38048330
ENSG00000258424	14	90868867	90871579
ENSG00000258427	14	60864475	60864999
ENSG00000258429	16	69362524	69364498
ENSG00000258441	14	21668238	21675059
ENSG00000258469	14	55765362	55765949
ENSG00000258472	17	26782770	26941215
ENSG00000258474	14	32414059	32419588
ENSG00000258479	14	51800111	51832275
ENSG00000258484	15	69110560	69239150
ENSG00000258486	14	50053297	50053596
ENSG00000258512	14	102196774	102198859
ENSG00000258534	14	104320703	104346448
ENSG00000258539	10	126305649	126480296
ENSG00000258545	X	119170201	119280760
ENSG00000258561	14	66679528	66976112
ENSG00000258584	14	94371076	94393412
ENSG00000258634	1	110600962	110605177
ENSG00000258655	14	32544625	32545999
ENSG00000258661	14	37116288	37128006
ENSG00000258689	14	71165415	71178870
ENSG00000258700	14	46410146	46971026
ENSG00000258701	14	105287538	105290055
ENSG00000258704	14	35390064	35451738
ENSG00000258708	14	37641093	37643016
ENSG00000258738	14	35343549	35345665
ENSG00000258741	15	93258989	93277425
ENSG00000258752	14	89816629	89831043
ENSG00000258768	14	20728639	20732467
ENSG00000258819	14	77535523	77542687
ENSG00000258839	16	89978527	89987385
ENSG00000258875	14	91709103	91717426
ENSG00000258890	17	62502706	62538579
ENSG00000258920	14	89883698	89886137
ENSG00000258929	14	50474031	50507947
ENSG00000258952	14	61107448	61109307
ENSG00000258985	14	53503473	53504969
ENSG00000259032	14	83159048	83159399
ENSG00000259038	14	69093883	69095162
ENSG00000259065	14	74254063	74269973
ENSG00000259070	14	39218545	39417477
ENSG00000259071	14	50793244	50794627
ENSG00000259087	14	38025363	38036300
ENSG00000259120	17	73642323	73644057
ENSG00000259146	14	71759442	71788531
ENSG00000259153	14	71276922	71282120
ENSG00000259225	15	38276967	38354541
ENSG00000259230	14	103011591	103022163
ENSG00000259248	15	63836446	63893788
ENSG00000259250	15	58879706	58883875
ENSG00000259251	15	62352702	62354633
ENSG00000259264	15	74495046	74513896
ENSG00000259291	15	90617747	90625439
ENSG00000259319	14	75890386	75894444
ENSG00000259328	15	82944773	82974312
ENSG00000259330	15	40617417	40618916
ENSG00000259342	15	45722850	45734006
ENSG00000259354	15	45740625	45805965
ENSG00000259366	8	28913452	28914202
ENSG00000259420	15	77861312	77901023
ENSG00000259431	14	24025216	24029480
ENSG00000259439	2	45147332	45166338
ENSG00000259456	20	49547521	49561671
ENSG00000259459	15	63682335	63729347
ENSG00000259479	15	45118569	45176892
ENSG00000259494	15	89002707	89010650
ENSG00000259508	14	103236377	103241128
ENSG00000259529	14	24620427	24636611
ENSG00000259577	15	52472290	52498071
ENSG00000259583	15	101433945	101459488
ENSG00000259605	19	46268043	46273064
ENSG00000259623	17	40004770	40007699
ENSG00000259663	5	50668570	50679166
ENSG00000259673	15	67695957	67814182
ENSG00000259684	15	50849798	50852697
ENSG00000259704	15	91382954	91384608
ENSG00000259728	15	85113880	85123406
ENSG00000259758	8	141530255	141539600
ENSG00000259775	14	103798011	103798704
ENSG00000259781	15	71457109	71457754
ENSG00000259802	5	10352813	10353713
ENSG00000259806	16	23683453	23686820
ENSG00000259820	8	135804263	135810515
ENSG00000259826	7	39987121	39989354
ENSG00000259838	15	41849225	41849633
ENSG00000259856	16	46660316	46660904
ENSG00000259865	1	247350583	247351828
ENSG00000259877	16	89281638	89284061
ENSG00000259881	16	88947446	88953544
ENSG00000259891	8	141515912	141518142
ENSG00000259901	16	72823142	72825522
ENSG00000259917	15	34781203	34782772
ENSG00000259918	16	47632565	47632907
ENSG00000259925	16	19354969	19413015
ENSG00000259943	1	40722099	40723639
ENSG00000259953	9	114794835	114800010
ENSG00000259959	4	47842139	47846356
ENSG00000259969	14	58460263	58461243
ENSG00000259972	16	74339100	74369244
ENSG00000259976	3	114033348	114035026
ENSG00000259985	18	29265618	29266786
ENSG00000259994	10	30591755	30594995
ENSG00000260000	6	101329347	101330863
ENSG00000260005	17	79202507	79207783
ENSG00000260006	2	201689396	201692061
ENSG00000260015	16	71573737	71575728
ENSG00000260018	16	84150656	84151176
ENSG00000260023	16	70610204	70611571
ENSG00000260025	2	36581892	36582257
ENSG00000260032	20	34633544	34638882
ENSG00000260051	16	1501761	1502654
ENSG00000260054	7	6694495	6696063
ENSG00000260057	16	51796430	51807084
ENSG00000260063	1	27018623	27020622
ENSG00000260065	22	26917949	26921002
ENSG00000260077	2	10179219	10180790
ENSG00000260078	16	53398894	53406995
ENSG00000260081	X	152864795	152869808
ENSG00000260083	16	30886543	30906541
ENSG00000260091	4	120330488	120331388
ENSG00000260101	2	64749321	64751227
ENSG00000260114	16	29930957	29933226
ENSG00000260121	16	88785023	88786867
ENSG00000260136	16	23464079	23468927
ENSG00000260160	19	52561743	52566956
ENSG00000260193	9	138999654	139001270
ENSG00000260196	11	17402196	17405078
ENSG00000260219	16	30366762	30367848
ENSG00000260228	16	83823572	83841439
ENSG00000260231	7	139877061	139879440
ENSG00000260233	11	65337131	65337744
ENSG00000260236	3	47420579	47422489
ENSG00000260257	20	31444848	31446557
ENSG00000260259	16	89749028	89752977
ENSG00000260260	16	2204798	2205359
ENSG00000260261	3	195676059	195679566
ENSG00000260265	4	76006912	76009927
ENSG00000260267	16	31468032	31471057
ENSG00000260273	6	109703998	109704869
ENSG00000260274	15	75660496	75661925
ENSG00000260276	16	8941962	8954274
ENSG00000260285	14	103991347	103995409
ENSG00000260296	4	40168295	40169451
ENSG00000260317	8	81453535	81455339
ENSG00000260328	17	16915228	16918304
ENSG00000260336	7	100737328	100741248
ENSG00000260339	15	72668454	72671129
ENSG00000260349	16	9199691	9201031
ENSG00000260352	16	18938185	18948365
ENSG00000260359	15	95024040	95027181
ENSG00000260361	15	93322987	93324722
ENSG00000260372	18	24235706	24770662
ENSG00000260401	11	72950020	72953380
ENSG00000260404	4	119512928	119554884
ENSG00000260418	6	136656852	136657225
ENSG00000260459	16	68856490	68856973
ENSG00000260461	10	105637132	105639519
ENSG00000260482	16	23681332	23684448
ENSG00000260495	16	81344336	81347028
ENSG00000260526	4	113150717	113152752
ENSG00000260528	16	90168679	90244752
ENSG00000260534	15	72882032	72884186
ENSG00000260539	16	74481325	74483790
ENSG00000260549	16	56651388	56652730
ENSG00000260552	18	33759959	33767411
ENSG00000260563	17	80251592	80252786
ENSG00000260565	16	2710350	2723445
ENSG00000260572	3	160471216	160472930
ENSG00000260579	15	83782369	83783318
ENSG00000260581	5	151031836	151035010
ENSG00000260588	8	41685683	41687452
ENSG00000260604	6	3905144	3912213
ENSG00000260618	15	52870039	52890906
ENSG00000260628	16	31987124	32015049
ENSG00000260630	16	88729706	88753594
ENSG00000260645	6	81176675	81178797
ENSG00000260655	22	42318027	42319104
ENSG00000260668	16	64294474	64295143
ENSG00000260677	9	100505490	100507217
ENSG00000260682	16	81993524	81996298
ENSG00000260686	5	122168051	122170228
ENSG00000260698	1	246845410	246848377
ENSG00000260708	22	47157791	47158460
ENSG00000260711	14	92223103	92226142
ENSG00000260742	2	182752578	182756390
ENSG00000260747	18	65945039	65945480
ENSG00000260751	16	23579994	23581017
ENSG00000260766	1	159994743	159996584
ENSG00000260778	16	2318156	2323419
ENSG00000260781	16	33709886	33739634
ENSG00000260787	15	77334178	77335533
ENSG00000260793	17	42298769	42301078
ENSG00000260804	2	217081768	217084915
ENSG00000260805	1	212731175	212733073
ENSG00000260806	14	96967147	96968658
ENSG00000260822	X	24563633	24568583
ENSG00000260833	17	36606638	36608688
ENSG00000260837	2	8861264	8862816
ENSG00000260841	5	180211782	180214869
ENSG00000260852	16	30930640	30934590
ENSG00000260853	16	28968008	28978204
ENSG00000260872	16	15111963	15114345
ENSG00000260879	1	108742548	108744113
ENSG00000260908	16	29065053	29119429
ENSG00000260912	9	19453207	19455171
ENSG00000260916	15	55632230	55700708
ENSG00000260917	10	114583249	114587485
ENSG00000260920	1	40929991	40932436
ENSG00000260924	22	19158908	19160352
ENSG00000260942	2	241522117	241526116
ENSG00000260948	1	111973668	111975690
ENSG00000260966	11	102921416	102926528
ENSG00000260992	13	99740073	99740879
ENSG00000260997	7	44998598	45000508
ENSG00000261005	17	36858705	36861000
ENSG00000261015	6	3025025	3027659
ENSG00000261040	17	58160927	58169246
ENSG00000261061	16	81064375	81065090
ENSG00000261064	15	32828248	32879814
ENSG00000261067	16	28986125	29002096
ENSG00000261068	6	42059976	42061997
ENSG00000261071	6	13614343	13615387
ENSG00000261087	8	102179033	102181857
ENSG00000261088	16	66923072	66924996
ENSG00000261092	16	50424827	50429044
ENSG00000261094	9	125699902	125702612
ENSG00000261098	11	107182858	107186997
ENSG00000261104	2	9246722	9249994
ENSG00000261105	13	76178836	76210130
ENSG00000261113	16	22298029	22300059
ENSG00000261114	16	56974940	56975638
ENSG00000261115	7	140774032	141180180
ENSG00000261116	6	54807965	54809897
ENSG00000261118	16	89558425	89570868
ENSG00000261136	15	40074772	40077818
ENSG00000261139	8	145721763	145725663
ENSG00000261159	3	128578559	128579369
ENSG00000261167	3	131173970	131177442
ENSG00000261172	16	90176982	90234633
ENSG00000261175	16	86755697	86771432
ENSG00000261183	15	41128006	41136585
ENSG00000261188	22	26908503	26910534
ENSG00000261189	6	7540684	7541571
ENSG00000261211	6	6680542	6683866
ENSG00000261220	8	134585426	134586104
ENSG00000261221	19	56116771	56128635
ENSG00000261235	16	82077941	82173236
ENSG00000261252	1	211608414	211608675
ENSG00000261254	1	100496122	100501188
ENSG00000261266	16	23698370	23699665
ENSG00000261269	5	71735730	71738214
ENSG00000261270	16	56974190	56975254
ENSG00000261286	16	84492865	84500967
ENSG00000261295	X	99928327	99928978
ENSG00000261324	12	14915438	14920865
ENSG00000261326	1	23607802	23613245
ENSG00000261338	2	219120042	219122087
ENSG00000261342	19	2727741	2729325
ENSG00000261351	15	66782086	66784447
ENSG00000261355	11	35835882	35839557
ENSG00000261372	14	92511119	92516990
ENSG00000261373	16	89778264	89784573
ENSG00000261408	17	73975312	74002080
ENSG00000261423	15	72700119	72767509
ENSG00000261428	2	223431624	223434438
ENSG00000261437	8	95649513	95651695
ENSG00000261438	10	90775593	90776816
ENSG00000261441	15	89878284	89879392
ENSG00000261455	7	152160871	152162634
ENSG00000261461	16	34404063	34404612
ENSG00000261469	16	68270748	68271570
ENSG00000261474	16	31460856	31464814
ENSG00000261485	13	28710980	28712330
ENSG00000261488	3	111852270	111854206
ENSG00000261490	4	10069713	10074643
ENSG00000261496	4	86933449	86935027
ENSG00000261505	16	1367892	1372846
ENSG00000261512	16	46656773	46658363
ENSG00000261520	18	4264602	4295405
ENSG00000261526	19	1874881	1876168
ENSG00000261534	9	124577953	124581731
ENSG00000261542	8	64128539	64130592
ENSG00000261553	13	76123909	76381256
ENSG00000261556	16	70253477	70279519
ENSG00000261560	16	11974932	11976426
ENSG00000261572	3	32278180	32280070
ENSG00000261575	17	44344403	44346060
ENSG00000261578	11	76511408	76515599
ENSG00000261583	16	23723311	23724114
ENSG00000261584	6	26686469	26688192
ENSG00000261589	17	53246184	53250993
ENSG00000261597	15	49944336	49948429
ENSG00000261609	16	81348557	81424489
ENSG00000261614	16	31579707	31580796
ENSG00000261618	8	79749764	79752757
ENSG00000261643	4	3505324	3506184
ENSG00000261644	16	50769624	50774627
ENSG00000261652	15	55700746	55710962
ENSG00000261659	16	739001	742554
ENSG00000261662	1	120451878	120453236
ENSG00000261663	16	2290488	2291819
ENSG00000261664	1	51795326	51800996
ENSG00000261685	16	50679720	50683160
ENSG00000261690	16	29829301	29832573
ENSG00000261693	8	143485013	143488389
ENSG00000261705	16	66921918	66922834
ENSG00000261716	1	149816065	149820591
ENSG00000261731	16	31720434	31723305
ENSG00000261737	1	87169185	87170145
ENSG00000261762	15	78881465	78883618
ENSG00000261777	16	70349543	70380650
ENSG00000261795	7	161765	164972
ENSG00000261799	12	383120	386289
ENSG00000261801	15	74200424	74220589
ENSG00000261804	16	53407405	53418657
ENSG00000261819	16	15082116	15084017
ENSG00000261824	19	28175488	28284848
ENSG00000261827	12	121625359	121625835
ENSG00000261840	16	30709030	30710379
ENSG00000261879	17	5095379	5151364
ENSG00000261884	16	67963517	67969920
ENSG00000261888	17	81061205	81063860
ENSG00000261889	16	3206737	3207484
ENSG00000261934	5	140782520	140892546
ENSG00000261971	16	3101992	3109371
ENSG00000262001	18	3602998	3608334
ENSG00000262049	17	79668354	79670330
ENSG00000262089	17	6897961	6898508
ENSG00000262097	16	14103137	14109873
ENSG00000262194	17	3705459	3706676
ENSG00000262222	16	11034576	11036878
ENSG00000262246	16	4404543	4475706
ENSG00000262251	17	7588578	7589689
ENSG00000262333	17	2210055	2211009
ENSG00000262370	16	3126912	3137101
ENSG00000262468	16	4295826	4303790
ENSG00000262580	17	78174472	78179748
ENSG00000262583	16	75533686	75550178
ENSG00000262587	16	25043202	25069430
ENSG00000262681	17	19622372	19625741
ENSG00000262691	16	67295011	67297687
ENSG00000262712	16	4385871	4387819
ENSG00000262714	16	53420856	53422997
ENSG00000262728	15	32898619	32907361
ENSG00000262758	17	3710042	3712148
ENSG00000262766	16	31129399	31130068
ENSG00000262814	17	79670387	79674556
ENSG00000262823	17	4385261	4389648
ENSG00000262877	17	79361930	79364056
ENSG00000262879	17	45061411	45177689
ENSG00000262890	16	70835986	70836743
ENSG00000262903	17	3558915	3561386
ENSG00000262920	17	171183	172244
ENSG00000262943	17	6757180	6857426
ENSG00000262944	16	9198705	9200618
ENSG00000262966	17	9074385	9082435
ENSG00000263002	19	44645710	44663156
ENSG00000263004	17	55155659	55162385
ENSG00000263006	18	109065	122219
ENSG00000263011	16	3156765	3159577
ENSG00000263013	16	11032743	11033901
ENSG00000263050	17	1946769	1948262
ENSG00000263053	17	79369275	79375658
ENSG00000263069	17	78325628	78388968
ENSG00000263072	16	3166043	3184883
ENSG00000263105	16	4230118	4233516
ENSG00000263142	17	45055847	45131935
ENSG00000263214	16	3160461	3165599
ENSG00000263235	16	3700637	3701704
ENSG00000263244	16	9201098	9207038
ENSG00000263272	17	5328459	5336196
ENSG00000263316	17	6857417	6882279
ENSG00000263320	16	71963914	71965102
ENSG00000263325	16	2907899	2909727
ENSG00000263327	4	16228286	16321763
ENSG00000263335	16	15820531	15826850
ENSG00000263345	17	2278355	2282600
ENSG00000263350	18	19210099	19213485
ENSG00000263400	17	10633094	10718481
ENSG00000263412	17	46122503	46125435
ENSG00000263429	17	10698230	10707416
ENSG00000263450	18	30534039	30537962
ENSG00000263463	22	42319226	42319301
ENSG00000263503	17	43678235	43679706
ENSG00000263508	17	10752858	10784212
ENSG00000263563	17	21729601	21731762
ENSG00000263718	17	75253819	75277979
ENSG00000263731	17	79836301	79838982
ENSG00000263753	18	5232875	5246507
ENSG00000263812	18	74240612	74322925
ENSG00000263823	18	29522538	29524119
ENSG00000263826	3	186499569	186501968
ENSG00000263843	17	73267450	73269976
ENSG00000263874	17	37081421	37084310
ENSG00000263893	17	70638870	70640629
ENSG00000263934	17	19091329	19092027
ENSG00000264016	17	10644584	10672333
ENSG00000264043	12	109171920	109174194
ENSG00000264058	17	38785049	38821393
ENSG00000264070	17	43663237	43664295
ENSG00000264098	17	26729128	26731067
ENSG00000264112	17	56066400	56072211
ENSG00000264148	17	29335172	29335337
ENSG00000264198	17	37913974	37920089
ENSG00000264247	18	72259010	72265744
ENSG00000264278	18	74506688	74534251
ENSG00000264281	5	55240458	55240856
ENSG00000264350	18	51933259	51933484
ENSG00000264364	17	56160776	56172897
ENSG00000264456	17	29298670	29300330
ENSG00000264469	17	25641669	25642952
ENSG00000264527	9	139141824	139143051
